Timestamp (UTC),Day created,Time created,Content,Total Likes,Total Comments,Total Shares,Post Type
Tue Aug 30 16:30:24 UTC 2016,Tuesday,16:30:24,Wondering how you can assist a veteran or military member to succeed in the civilian workforce? Be on the lookout for some big news from Hire Heroes USA later this week.,51,0,9,PHOTO
Mon Aug 29 21:57:27 UTC 2016,Monday,21:57:27,Hire Heroes USA got to visit w/the MINI JCW team at Virginia International Raceway on Saturday. These photos were snapped before all the crazy weather hit.,26,1,1,PHOTO
Mon Aug 29 12:31:26 UTC 2016,Monday,12:31:26,"Veterans, military members and military spouses: Register today with Hire Heroes USA and get equipped with the tools you need for success in the civilian workforce.",41,1,12,LINK
Sat Aug 27 14:20:32 UTC 2016,Saturday,14:20:32,"One of our most popular volunteer activities is the mock interview. Volunteers help clients prepare to interview successfully for employment opportunities by asking typical interview questions, gauging the client’s responses and then providing honest and friendly feedback. Sound like something you’d like to do? Sign up to volunteer today!",27,1,7,LINK
Fri Aug 26 14:15:45 UTC 2016,Friday,14:15:45,Not many people know that the first man to tee off in space was also a rear admiral in the Navy. Astronaut Alan Shepard was a veteran of the Second World War and one of America’s early astronauts. Learn more about Shepard and his NASA experience in this week's edition of our veteran spotlight - we've got two great links: http://www.universetoday.com/85395/alan-shepard-complicated-conflicted-and-the-consummate-astronaut/,8,0,0,VIDEO
Fri Aug 26 12:20:34 UTC 2016,Friday,12:20:34,"The Walmart Foundation is an important part of our Hire Heroes USA team and a big supporter of our military and veterans. It is because of generous funders like these that we are able to do what we do best: empower transitioning military, veterans and their spouses to succeed in the civilian workforce. Learn more about Walmart's support of our military at the link below. #‎veterans #‎military",7,0,0,LINK
Thu Aug 25 21:18:09 UTC 2016,Thursday,21:18:09,"Members of our Hire Heroes USA team were in New York City late last week for a big veteran event, and look what we spotted when we were there! It's the ""AWEARNESS Kenneth Cole"" line of men’s ties, dress shirts, suits, sport coats, and dress pants that are sold exclusively at Men’s Wearhouse. Sales of items in this clothing line have already raised more than $218K in contributions to support the mission of Hire Heroes USA. Thank you Men's Wearhouse & Kenneth Cole! http://www.menswearhouse.com/mens-clothes/awearness-kenneth-cole",61,1,9,PHOTO
Thu Aug 25 17:31:13 UTC 2016,Thursday,17:31:13,"Colorado military members and veterans: Register now for our upcoming workshop in Colorado Springs! We want to pack the house for this USO Transition 360 event, as well as all the others that we have coming up. Don't  miss this opportunity!",14,0,3,LINK
Tue Aug 23 15:05:42 UTC 2016,Tuesday,15:05:42,"Did you know that Hire Heroes USA has an ever-growing list of partner organizations that - together - offer a wide variety of training programs for transitioning military members, veterans and military spouses? The information is always available on our website, so check it out, and visit regularly. We are always adding new opportunities.",21,0,6,LINK
Mon Aug 22 18:00:59 UTC 2016,Monday,18:00:59,"Hire Heroes USA has USO Transition 360 workshops coming up in Fort Carson, Fort Riley and Tampa, FL. If you or anyone you know is in or near any of these areas, please register to join us for these free events! At these workshops, you will receive personalized training and assistance on: strategic planning, resumes, networking, and interviewing. Check out the link below to find out more about these workshops and others.",13,0,7,LINK
Mon Aug 22 13:15:49 UTC 2016,Monday,13:15:49,Military members:  A successful transition to the civilian workforce is only a click away. Register today for our free career counseling services and get the tools you need to be successful.,11,0,4,LINK
Sat Aug 20 20:55:03 UTC 2016,Saturday,20:55:03,Congrats to our colleague David Martinez! He ran up 14000+ feet of mountain and completed the Pikes Peak Accent Marathon.,38,3,0,PHOTO
Fri Aug 19 14:00:00 UTC 2016,Friday,14:00:00,"Today, we are beginning a new weekly Hire Heroes USA feature that we'll be sharing across social media - to shine a spotlight on individuals who have served in the U.S. military. Some of the names will be familiar. Others, who are more recognized for what they've done since they left the military, may be a surprise. Here on Facebook, we'll be posting a new story every Friday. We hope you enjoy them, and we look forward to your feedback.



We begin with one of World War I’s most decorated Army veterans, Medal of Honor recipient Sgt. Alvin York. In a bid to promote economic development in his home state, he started a foundation and built a school:",140,3,32,LINK
Fri Aug 19 13:49:30 UTC 2016,Friday,13:49:30,We are underway at #30Rock in New York City! #Veteran Career Panel & Networking Event @NBCUniversal w/@WWE @WWECareers @WWECommunity @ComcastMilitary #military #WWEVetPanel,26,0,5,PHOTO
Fri Aug 19 12:13:01 UTC 2016,Friday,12:13:01,Ready to go in New York City for our #Veteran Career Panel & Networking Event with @WWECommunity @WWE and WWE Careers and @NBCUVeteransNetwork,50,0,6,PHOTO
Wed Aug 17 17:02:11 UTC 2016,Wednesday,17:02:11,"Are you wondering how you can help veterans? Or, if you’re even qualified to help? If you’re knowledgeable about any industry, job or skill set then you can help and you are qualified! Join us as a volunteer today.",17,1,5,LINK
Wed Aug 17 16:49:45 UTC 2016,Wednesday,16:49:45,"Kansas military members, veterans and military spouses: if you are near Fort Riley, make sure you sign up for our 2-day workshop, Aug 31-Sep 1! We want to pack the house for this USO Transition 360 event, so don't miss this opportunity!",12,0,0,PHOTO
Tue Aug 16 22:04:31 UTC 2016,Tuesday,22:04:31,"Did you know: When you #StartWithaSmile, Amazon donates 0.5% of the purchase price to Hire Heroes USA. Bookmark this link -  

https://smile.amazon.com/ch/43-1562688 - and support our mission to assist transitioning military members, veterans and military spouses every time you shop.",19,1,9,LINK
Tue Aug 16 13:01:27 UTC 2016,Tuesday,13:01:27,"Hire Heroes USA has USO Transition 360 workshops coming up in Fort Carson, Fort Riley and Fort Hood. If you or anyone you know is in or near any of these areas, please register to join us for these free events! At these workshops, you will receive personalized training and assistance on: strategic planning, resumes, networking, and interviewing. Check out the link below to find out more about these workshops and others.",11,0,4,LINK
Mon Aug 15 15:02:38 UTC 2016,Monday,15:02:38,We're getting ready for our 4th Veteran Career Panel & Networking Event with WWE this Friday at NBCUniversal. Visit http://ow.ly/k3jh3032Pf5 to learn about WWE's support of Hire Heroes USA.,36,0,3,LINK
Mon Aug 15 13:03:23 UTC 2016,Monday,13:03:23,"Military members, veterans and military spouses: Get the tools you need to be successful in the civilian workforce. Register today for free, best-in-class career coaching services with Hire Heroes USA, and begin your journey to a successful new career.",19,0,4,LINK
Sat Aug 13 18:55:58 UTC 2016,Saturday,18:55:58,"Another great photo of Brian Stann to share from the New York Stock Exchange. If you missed the opening bell on Friday - or want to see it again - check the video that's posted right below this item. 

#grateful",31,0,2,PHOTO
Sat Aug 13 00:37:26 UTC 2016,Saturday,0:37:26,ICYMI: Here is video of Hire Heroes USA's appearance at the New York Stock Exchange on Friday morning to ring the Opening Bell. Thanks to the New York Stock Exchange for this incredible honor.,59,1,18,VIDEO
Fri Aug 12 17:32:23 UTC 2016,Friday,17:32:23,"Hire Heroes USA has had a #BigDayinNYC today! 



In addition to ringing the opening bell at the New York Stock Exchange, CEO Brian Stann was also at Fox Business early today to speak with Maria Bartiromo.",57,1,21,VIDEO
Fri Aug 12 14:29:09 UTC 2016,Friday,14:29:09,This is REALLY awesome!!,93,4,22,PHOTO
Fri Aug 12 11:44:46 UTC 2016,Friday,11:44:46,"It's Brian Stann at Fox Business News, standing by for an interview w/Maria Bartiromo on ""Mornings with Maria"" - All part of a #BigDayinNYC. Our team headed to the New York Stock Exchange after this to ring the opening bell.",145,6,17,PHOTO
Fri Aug 12 10:59:07 UTC 2016,Friday,10:59:07,ICYMI - Hire Heroes USA & our Brian Stann are ringing the Opening Bell at the New York Stock Exchange this morning at 9:30a ET. The NYSE has Live coverage online here >> http://livestream.com/NYSE  #markets UFC,28,1,11,LINK
Thu Aug 11 15:22:16 UTC 2016,Thursday,15:22:16,"The Walmart Foundation is an important part of our Hire Heroes USA team and a big supporter of our military and veterans. It is because of generous funders like these that we are able to do what we do best: empower transitioning military, veterans and their spouses to succeed in the civilian workforce. Learn more about Walmart's support of our military at the link below. #veterans #military",22,0,2,LINK
Thu Aug 11 14:15:03 UTC 2016,Thursday,14:15:03,"Volunteering with Hire Heroes USA is simpler than you think! Almost all of our volunteers help remotely, doing mock interviews or career counseling sessions by phone for veterans and military spouses all around the country. It can also easily fit into your schedule – you tell us when you want to volunteer. Get started today by completing our volunteer application!",48,1,12,LINK
Thu Aug 11 13:39:10 UTC 2016,Thursday,13:39:10,"BIG News to share with everyone! Hire Heroes USA will be ringing the Opening Bell at the New York Stock Exchange on Friday morning (Aug 12) at 9:30a ET! CEO Brian Stann will be doing the honors. He'll be joined at the podium by several members of our leadership and board of directors. The honor coincides with the news that we are marking our 11,000th hire since we first started assisting military members, veterans and military spouses.",105,4,24,LINK
Wed Aug 10 19:25:25 UTC 2016,Wednesday,19:25:25,Check this out: The Huffington Post picked up an Op-ed from our CEO Brian Stann today.,85,0,28,LINK
Wed Aug 10 18:27:19 UTC 2016,Wednesday,18:27:19,"Did you know: More than 95% of our clients would recommend our free services to their transitioning, unemployed or underemployed veteran peers? Register today for our free career counseling services.",7,0,1,LINK
Wed Aug 10 18:15:28 UTC 2016,Wednesday,18:15:28,Did you know that when you buy items from the “Awearness” line by Kenneth Cole at your local Men’s Wearhouse you are  helping veterans transition into the civilian workforce? Men’s Wearhouse and Kenneth Cole  will donate a percentage of sales from all “Awearness” items to Hire Heroes USA.,29,1,6,LINK
Wed Aug 10 14:25:12 UTC 2016,Wednesday,14:25:12,"Hire Heroes USA takes great  pride in our best-in-class career counseling services that empower veterans, military members and their spouses to succeed in the civilian workforce. Whether it is coordinating mock interviews or revising a resume, it is easy to see that #welovewhatwedo.",75,0,15,LINK
Tue Aug 09 17:42:15 UTC 2016,Tuesday,17:42:15,"Our Hire Heroes USA team is in New York City for a 2-day USO Transition 360 workshop today and tomorrow. We're doing what we do best - empowering military members, veterans and military spouses to succeed in the civilian workforce!",40,2,3,PHOTO
Mon Aug 08 14:40:33 UTC 2016,Monday,14:40:33,"Did you know that Hire Heroes USA has an ever-growing list of partner organizations that - together - offer a wide variety of training programs for transitioning military members, veterans and military spouses? The information is always available on our website, so check it out, and visit regularly. We are always adding new opportunities.",26,0,10,LINK
Mon Aug 08 12:10:33 UTC 2016,Monday,12:10:33,"Are you a veteran, military member or military spouse looking to advance your career in the civilian workforce? Register today with Hire Heroes USA to get the tools you need to take your career to the next level.",26,0,18,LINK
Sat Aug 06 14:15:25 UTC 2016,Saturday,14:15:25,"NYC area military members, veterans, and military spouses: Join Hire Heroes USA and WWE for a Veteran Career Panel & Networking Event on August 19 at NBCUniversal. Register today and learn how to leverage your military service to advance your civilian career.",43,2,6,LINK
Thu Aug 04 16:56:31 UTC 2016,Thursday,16:56:31,"Hire Heroes USA will be conducting USO Transition 360 workshops in Denver, Chicago and New York City in August. If you or anyone you know is in or near any of these areas, please register to join us for these free events! At these workshops, you will receive personalized training and assistance on: strategic planning, resumes, networking, and interviewing. Click the link to find out more and check out the dates and locations.",56,1,18,LINK
Thu Aug 04 14:00:00 UTC 2016,Thursday,14:00:00,"Semper Paratus and Happy 226th Birthday to the United States Coast Guard. Thank you for protecting the public, the environment and U.S. interests along the coast since 1790. Check out this great video below or read this interesting article: http://www.military.com/coast-guard-birthday",47,0,7,VIDEO
Thu Aug 04 13:10:18 UTC 2016,Thursday,13:10:18,"A shout out to two of our Alpharetta Transition Specialists, Tim (Marine Corps veteran) and Marsha (Army veteran) who have been competing  to see who could reach 100 hires first. After a close race, Marsha beat Tim by a few short hours. They decided to celebrate by posing as ""super"" Hire Heroes. Keep up the great work! #Welovewhatwedo",147,5,34,LINK
